Integral: 0.791629	4xIntegral: 3.166515	error: 0.027159	Ntrials: 1000
Integral: 0.781897	4xIntegral: 3.127586	error: 0.028080	Ntrials: 1000
Integral: 0.793889	4xIntegral: 3.175556	error: 0.027675	Ntrials: 1000
Integral: 0.782616	4xIntegral: 3.130462	error: 0.027325	Ntrials: 1000
Integral: 0.788064	4xIntegral: 3.152258	error: 0.028783	Ntrials: 1000
Integral: 0.792093	4xIntegral: 3.168373	error: 0.027768	Ntrials: 1000
Integral: 0.789758	4xIntegral: 3.159031	error: 0.028103	Ntrials: 1000
Integral: 0.802133	4xIntegral: 3.208534	error: 0.025639	Ntrials: 1000
Integral: 0.776770	4xIntegral: 3.107079	error: 0.028401	Ntrials: 1000
Integral: 0.799591	4xIntegral: 3.198364	error: 0.027195	Ntrials: 1000
Integral: 0.789304	4xIntegral: 3.157217	error: 0.027662	Ntrials: 1000
Integral: 0.785711	4xIntegral: 3.142842	error: 0.028235	Ntrials: 1000
Integral: 0.785152	4xIntegral: 3.140608	error: 0.027742	Ntrials: 1000
Integral: 0.786233	4xIntegral: 3.144933	error: 0.028441	Ntrials: 1000
Integral: 0.789350	4xIntegral: 3.157399	error: 0.027442	Ntrials: 1000
Integral: 0.783240	4xIntegral: 3.132959	error: 0.027591	Ntrials: 1000
Integral: 0.775687	4xIntegral: 3.102748	error: 0.029141	Ntrials: 1000
Integral: 0.786981	4xIntegral: 3.147922	error: 0.028884	Ntrials: 1000
Integral: 0.781619	4xIntegral: 3.126474	error: 0.028337	Ntrials: 1000
Integral: 0.785730	4xIntegral: 3.142919	error: 0.027635	Ntrials: 1000
Integral: 0.784226	4xIntegral: 3.136902	error: 0.028441	Ntrials: 1000
Integral: 0.783437	4xIntegral: 3.133747	error: 0.027816	Ntrials: 1000
Integral: 0.787982	4xIntegral: 3.151928	error: 0.027863	Ntrials: 1000
Integral: 0.799933	4xIntegral: 3.199732	error: 0.025914	Ntrials: 1000
Integral: 0.793845	4xIntegral: 3.175381	error: 0.027721	Ntrials: 1000
Integral: 0.786187	4xIntegral: 3.144747	error: 0.028678	Ntrials: 1000
Integral: 0.781610	4xIntegral: 3.126441	error: 0.028611	Ntrials: 1000
Integral: 0.790153	4xIntegral: 3.160611	error: 0.028513	Ntrials: 1000
Integral: 0.788655	4xIntegral: 3.154618	error: 0.028299	Ntrials: 1000
Integral: 0.780174	4xIntegral: 3.120695	error: 0.028605	Ntrials: 1000
Integral: 0.785517	4xIntegral: 3.142070	error: 0.028077	Ntrials: 1000
Integral: 0.785887	4xIntegral: 3.143548	error: 0.029025	Ntrials: 1000
Integral: 0.794581	4xIntegral: 3.178326	error: 0.028034	Ntrials: 1000
Integral: 0.782749	4xIntegral: 3.130996	error: 0.028992	Ntrials: 1000
Integral: 0.796725	4xIntegral: 3.186901	error: 0.026839	Ntrials: 1000
Integral: 0.787743	4xIntegral: 3.150973	error: 0.027729	Ntrials: 1000
Integral: 0.766764	4xIntegral: 3.067058	error: 0.029520	Ntrials: 1000
Integral: 0.790625	4xIntegral: 3.162498	error: 0.027228	Ntrials: 1000
Integral: 0.795831	4xIntegral: 3.183326	error: 0.027446	Ntrials: 1000
Integral: 0.802979	4xIntegral: 3.211917	error: 0.027850	Ntrials: 1000
Integral: 0.765285	4xIntegral: 3.061138	error: 0.029292	Ntrials: 1000
Integral: 0.788750	4xIntegral: 3.154999	error: 0.027887	Ntrials: 1000
Integral: 0.780330	4xIntegral: 3.121320	error: 0.027940	Ntrials: 1000
Integral: 0.783737	4xIntegral: 3.134947	error: 0.028047	Ntrials: 1000
Integral: 0.798317	4xIntegral: 3.193269	error: 0.026700	Ntrials: 1000
Integral: 0.789874	4xIntegral: 3.159494	error: 0.028099	Ntrials: 1000
Integral: 0.777490	4xIntegral: 3.109960	error: 0.028773	Ntrials: 1000
Integral: 0.770862	4xIntegral: 3.083450	error: 0.029231	Ntrials: 1000
Integral: 0.779518	4xIntegral: 3.118071	error: 0.028520	Ntrials: 1000
Integral: 0.782059	4xIntegral: 3.128237	error: 0.029429	Ntrials: 1000
Integral: 0.789615	4xIntegral: 3.158460	error: 0.028335	Ntrials: 1000
Integral: 0.796199	4xIntegral: 3.184795	error: 0.026792	Ntrials: 1000
Integral: 0.784183	4xIntegral: 3.136732	error: 0.028641	Ntrials: 1000
Integral: 0.778279	4xIntegral: 3.113117	error: 0.029299	Ntrials: 1000
Integral: 0.778273	4xIntegral: 3.113092	error: 0.028588	Ntrials: 1000
Integral: 0.791117	4xIntegral: 3.164468	error: 0.027185	Ntrials: 1000
Integral: 0.778097	4xIntegral: 3.112387	error: 0.029418	Ntrials: 1000
Integral: 0.782319	4xIntegral: 3.129274	error: 0.028483	Ntrials: 1000
Integral: 0.784309	4xIntegral: 3.137236	error: 0.028510	Ntrials: 1000
Integral: 0.779810	4xIntegral: 3.119240	error: 0.027109	Ntrials: 1000
Integral: 0.794298	4xIntegral: 3.177194	error: 0.028590	Ntrials: 1000
Integral: 0.795965	4xIntegral: 3.183858	error: 0.026893	Ntrials: 1000
Integral: 0.789594	4xIntegral: 3.158377	error: 0.027691	Ntrials: 1000
Integral: 0.794698	4xIntegral: 3.178793	error: 0.027919	Ntrials: 1000
Integral: 0.782432	4xIntegral: 3.129729	error: 0.028562	Ntrials: 1000
Integral: 0.782293	4xIntegral: 3.129171	error: 0.028521	Ntrials: 1000
Integral: 0.785400	4xIntegral: 3.141599	error: 0.028046	Ntrials: 1000
Integral: 0.770343	4xIntegral: 3.081372	error: 0.028907	Ntrials: 1000
Integral: 0.787811	4xIntegral: 3.151243	error: 0.027857	Ntrials: 1000
Integral: 0.789367	4xIntegral: 3.157470	error: 0.027775	Ntrials: 1000
Integral: 0.794801	4xIntegral: 3.179203	error: 0.027141	Ntrials: 1000
Integral: 0.772740	4xIntegral: 3.090960	error: 0.028946	Ntrials: 1000
Integral: 0.781702	4xIntegral: 3.126807	error: 0.028187	Ntrials: 1000
Integral: 0.778315	4xIntegral: 3.113261	error: 0.028309	Ntrials: 1000
Integral: 0.781959	4xIntegral: 3.127838	error: 0.028042	Ntrials: 1000
Integral: 0.793463	4xIntegral: 3.173853	error: 0.027411	Ntrials: 1000
Integral: 0.783851	4xIntegral: 3.135405	error: 0.028692	Ntrials: 1000
Integral: 0.780330	4xIntegral: 3.121320	error: 0.028265	Ntrials: 1000
Integral: 0.786167	4xIntegral: 3.144667	error: 0.028447	Ntrials: 1000
Integral: 0.792774	4xIntegral: 3.171097	error: 0.027475	Ntrials: 1000
Integral: 0.773851	4xIntegral: 3.095406	error: 0.029255	Ntrials: 1000
Integral: 0.795040	4xIntegral: 3.180160	error: 0.027172	Ntrials: 1000
Integral: 0.791495	4xIntegral: 3.165982	error: 0.028361	Ntrials: 1000
Integral: 0.783924	4xIntegral: 3.135697	error: 0.029391	Ntrials: 1000
Integral: 0.778638	4xIntegral: 3.114553	error: 0.029023	Ntrials: 1000
Integral: 0.795395	4xIntegral: 3.181578	error: 0.028037	Ntrials: 1000
Integral: 0.775577	4xIntegral: 3.102308	error: 0.028143	Ntrials: 1000
Integral: 0.791280	4xIntegral: 3.165122	error: 0.027791	Ntrials: 1000
Integral: 0.773928	4xIntegral: 3.095711	error: 0.029276	Ntrials: 1000
Integral: 0.791873	4xIntegral: 3.167494	error: 0.028041	Ntrials: 1000
Integral: 0.788803	4xIntegral: 3.155211	error: 0.028892	Ntrials: 1000
Integral: 0.775938	4xIntegral: 3.103751	error: 0.029376	Ntrials: 1000
Integral: 0.790581	4xIntegral: 3.162323	error: 0.027886	Ntrials: 1000
Integral: 0.774933	4xIntegral: 3.099733	error: 0.028832	Ntrials: 1000
Integral: 0.782983	4xIntegral: 3.131933	error: 0.028655	Ntrials: 1000
Integral: 0.787312	4xIntegral: 3.149249	error: 0.027458	Ntrials: 1000
Integral: 0.795864	4xIntegral: 3.183455	error: 0.027856	Ntrials: 1000
Integral: 0.781396	4xIntegral: 3.125582	error: 0.028256	Ntrials: 1000
Integral: 0.776303	4xIntegral: 3.105212	error: 0.028740	Ntrials: 1000
Integral: 0.788872	4xIntegral: 3.155489	error: 0.028734	Ntrials: 1000
Integral: 0.782015	4xIntegral: 3.128061	error: 0.027723	Ntrials: 1000
Integral: 0.783365	4xIntegral: 3.133460	error: 0.028458	Ntrials: 1000
Integral: 0.786078	4xIntegral: 3.144311	error: 0.027924	Ntrials: 1000
Integral: 0.787633	4xIntegral: 3.150532	error: 0.027638	Ntrials: 1000
Integral: 0.780928	4xIntegral: 3.123713	error: 0.028688	Ntrials: 1000
Integral: 0.796673	4xIntegral: 3.186691	error: 0.028015	Ntrials: 1000
Integral: 0.785726	4xIntegral: 3.142902	error: 0.028682	Ntrials: 1000
Integral: 0.793822	4xIntegral: 3.175286	error: 0.026839	Ntrials: 1000
Integral: 0.780135	4xIntegral: 3.120542	error: 0.028821	Ntrials: 1000
Integral: 0.792663	4xIntegral: 3.170652	error: 0.027116	Ntrials: 1000
Integral: 0.779074	4xIntegral: 3.116296	error: 0.028367	Ntrials: 1000
Integral: 0.782667	4xIntegral: 3.130666	error: 0.027614	Ntrials: 1000
Integral: 0.782134	4xIntegral: 3.128535	error: 0.027489	Ntrials: 1000
Integral: 0.785513	4xIntegral: 3.142050	error: 0.028186	Ntrials: 1000
Integral: 0.791526	4xIntegral: 3.166105	error: 0.027205	Ntrials: 1000
Integral: 0.782595	4xIntegral: 3.130381	error: 0.028270	Ntrials: 1000
Integral: 0.774191	4xIntegral: 3.096763	error: 0.028951	Ntrials: 1000
Integral: 0.792573	4xIntegral: 3.170292	error: 0.028316	Ntrials: 1000
Integral: 0.790643	4xIntegral: 3.162570	error: 0.027696	Ntrials: 1000
Integral: 0.792966	4xIntegral: 3.171865	error: 0.027169	Ntrials: 1000
Integral: 0.783954	4xIntegral: 3.135815	error: 0.027743	Ntrials: 1000
Integral: 0.773466	4xIntegral: 3.093865	error: 0.029259	Ntrials: 1000
Integral: 0.780954	4xIntegral: 3.123817	error: 0.028903	Ntrials: 1000
Integral: 0.797792	4xIntegral: 3.191169	error: 0.027692	Ntrials: 1000
Integral: 0.786511	4xIntegral: 3.146044	error: 0.027172	Ntrials: 1000
Integral: 0.788194	4xIntegral: 3.152775	error: 0.028439	Ntrials: 1000
Integral: 0.795988	4xIntegral: 3.183950	error: 0.027798	Ntrials: 1000
Integral: 0.794279	4xIntegral: 3.177114	error: 0.027107	Ntrials: 1000
Integral: 0.791417	4xIntegral: 3.165667	error: 0.027568	Ntrials: 1000
Integral: 0.785491	4xIntegral: 3.141966	error: 0.027802	Ntrials: 1000
Integral: 0.785861	4xIntegral: 3.143443	error: 0.028626	Ntrials: 1000
Integral: 0.775731	4xIntegral: 3.102923	error: 0.028994	Ntrials: 1000
Integral: 0.778339	4xIntegral: 3.113356	error: 0.028714	Ntrials: 1000
Integral: 0.782165	4xIntegral: 3.128658	error: 0.027803	Ntrials: 1000
Integral: 0.784129	4xIntegral: 3.136516	error: 0.028433	Ntrials: 1000
Integral: 0.776749	4xIntegral: 3.106994	error: 0.028386	Ntrials: 1000
Integral: 0.785909	4xIntegral: 3.143635	error: 0.028669	Ntrials: 1000
Integral: 0.783536	4xIntegral: 3.134143	error: 0.028583	Ntrials: 1000
Integral: 0.792227	4xIntegral: 3.168906	error: 0.027592	Ntrials: 1000
Integral: 0.782208	4xIntegral: 3.128830	error: 0.028348	Ntrials: 1000
Integral: 0.784176	4xIntegral: 3.136706	error: 0.028571	Ntrials: 1000
Integral: 0.788141	4xIntegral: 3.152562	error: 0.028263	Ntrials: 1000
Integral: 0.750876	4xIntegral: 3.003506	error: 0.030229	Ntrials: 1000
Integral: 0.791151	4xIntegral: 3.164602	error: 0.027530	Ntrials: 1000
Integral: 0.784484	4xIntegral: 3.137934	error: 0.027786	Ntrials: 1000
Integral: 0.776380	4xIntegral: 3.105522	error: 0.028077	Ntrials: 1000
Integral: 0.782348	4xIntegral: 3.129392	error: 0.027834	Ntrials: 1000
Integral: 0.780985	4xIntegral: 3.123941	error: 0.028651	Ntrials: 1000
Integral: 0.785546	4xIntegral: 3.142184	error: 0.028023	Ntrials: 1000
Integral: 0.787172	4xIntegral: 3.148689	error: 0.027864	Ntrials: 1000
Integral: 0.792690	4xIntegral: 3.170759	error: 0.027899	Ntrials: 1000
Integral: 0.791453	4xIntegral: 3.165812	error: 0.027334	Ntrials: 1000
Integral: 0.788399	4xIntegral: 3.153598	error: 0.028121	Ntrials: 1000
Integral: 0.773930	4xIntegral: 3.095721	error: 0.028370	Ntrials: 1000
Integral: 0.791332	4xIntegral: 3.165327	error: 0.028337	Ntrials: 1000
Integral: 0.789397	4xIntegral: 3.157590	error: 0.027899	Ntrials: 1000
Integral: 0.785106	4xIntegral: 3.140425	error: 0.026791	Ntrials: 1000
Integral: 0.784628	4xIntegral: 3.138513	error: 0.028717	Ntrials: 1000
Integral: 0.788437	4xIntegral: 3.153748	error: 0.028058	Ntrials: 1000
Integral: 0.790069	4xIntegral: 3.160278	error: 0.028092	Ntrials: 1000
Integral: 0.791951	4xIntegral: 3.167805	error: 0.028282	Ntrials: 1000
Integral: 0.791357	4xIntegral: 3.165429	error: 0.027258	Ntrials: 1000
Integral: 0.787067	4xIntegral: 3.148266	error: 0.028977	Ntrials: 1000
Integral: 0.787400	4xIntegral: 3.149600	error: 0.028163	Ntrials: 1000
Integral: 0.789658	4xIntegral: 3.158632	error: 0.028028	Ntrials: 1000
Integral: 0.789816	4xIntegral: 3.159262	error: 0.028082	Ntrials: 1000
Integral: 0.777270	4xIntegral: 3.109080	error: 0.028822	Ntrials: 1000
Integral: 0.786514	4xIntegral: 3.146054	error: 0.027828	Ntrials: 1000
Integral: 0.774543	4xIntegral: 3.098173	error: 0.028631	Ntrials: 1000
Integral: 0.777089	4xIntegral: 3.108357	error: 0.029817	Ntrials: 1000
Integral: 0.794690	4xIntegral: 3.178760	error: 0.026240	Ntrials: 1000
Integral: 0.794434	4xIntegral: 3.177735	error: 0.027130	Ntrials: 1000
Integral: 0.781858	4xIntegral: 3.127433	error: 0.028596	Ntrials: 1000
Integral: 0.786659	4xIntegral: 3.146637	error: 0.028348	Ntrials: 1000
Integral: 0.796971	4xIntegral: 3.187882	error: 0.026996	Ntrials: 1000
Integral: 0.792323	4xIntegral: 3.169290	error: 0.027093	Ntrials: 1000
Integral: 0.777277	4xIntegral: 3.109107	error: 0.029168	Ntrials: 1000
Integral: 0.791118	4xIntegral: 3.164474	error: 0.027237	Ntrials: 1000
Integral: 0.800742	4xIntegral: 3.202968	error: 0.025844	Ntrials: 1000
Integral: 0.790929	4xIntegral: 3.163716	error: 0.027426	Ntrials: 1000
Integral: 0.784890	4xIntegral: 3.139558	error: 0.028290	Ntrials: 1000
Integral: 0.793289	4xIntegral: 3.173156	error: 0.028005	Ntrials: 1000
Integral: 0.779344	4xIntegral: 3.117377	error: 0.028495	Ntrials: 1000
Integral: 0.791396	4xIntegral: 3.165583	error: 0.027871	Ntrials: 1000
Integral: 0.799591	4xIntegral: 3.198364	error: 0.027195	Ntrials: 1000
Integral: 0.788835	4xIntegral: 3.155342	error: 0.027755	Ntrials: 1000
Integral: 0.773056	4xIntegral: 3.092224	error: 0.029241	Ntrials: 1000
Integral: 0.770836	4xIntegral: 3.083345	error: 0.029149	Ntrials: 1000
Integral: 0.782488	4xIntegral: 3.129953	error: 0.028274	Ntrials: 1000
Integral: 0.782331	4xIntegral: 3.129324	error: 0.027754	Ntrials: 1000
Integral: 0.794173	4xIntegral: 3.176690	error: 0.026404	Ntrials: 1000
Integral: 0.797270	4xIntegral: 3.189080	error: 0.027572	Ntrials: 1000
Integral: 0.770317	4xIntegral: 3.081268	error: 0.029463	Ntrials: 1000
Integral: 0.787705	4xIntegral: 3.150821	error: 0.027284	Ntrials: 1000
Integral: 0.773001	4xIntegral: 3.092004	error: 0.028721	Ntrials: 1000
Integral: 0.792985	4xIntegral: 3.171941	error: 0.028339	Ntrials: 1000
Integral: 0.785234	4xIntegral: 3.140934	error: 0.028788	Ntrials: 1000
Integral: 0.785197	4xIntegral: 3.140788	error: 0.028034	Ntrials: 1000
Integral: 0.777785	4xIntegral: 3.111141	error: 0.029084	Ntrials: 1000
Integral: 0.779084	4xIntegral: 3.116336	error: 0.027959	Ntrials: 1000
Integral: 0.777053	4xIntegral: 3.108211	error: 0.028014	Ntrials: 1000
Integral: 0.783503	4xIntegral: 3.134012	error: 0.027870	Ntrials: 1000
Integral: 0.782916	4xIntegral: 3.131664	error: 0.028688	Ntrials: 1000
Integral: 0.795925	4xIntegral: 3.183699	error: 0.028139	Ntrials: 1000
Integral: 0.784782	4xIntegral: 3.139128	error: 0.027793	Ntrials: 1000
Integral: 0.794284	4xIntegral: 3.177134	error: 0.026908	Ntrials: 1000
Integral: 0.785950	4xIntegral: 3.143800	error: 0.027771	Ntrials: 1000
Integral: 0.783778	4xIntegral: 3.135111	error: 0.027969	Ntrials: 1000
Integral: 0.773561	4xIntegral: 3.094243	error: 0.029543	Ntrials: 1000
Integral: 0.796168	4xIntegral: 3.184670	error: 0.026070	Ntrials: 1000
Integral: 0.774227	4xIntegral: 3.096907	error: 0.028345	Ntrials: 1000
Integral: 0.779493	4xIntegral: 3.117970	error: 0.027648	Ntrials: 1000
Integral: 0.786817	4xIntegral: 3.147268	error: 0.028419	Ntrials: 1000
Integral: 0.779253	4xIntegral: 3.117010	error: 0.028529	Ntrials: 1000
Integral: 0.778522	4xIntegral: 3.114087	error: 0.028852	Ntrials: 1000
Integral: 0.782072	4xIntegral: 3.128288	error: 0.028638	Ntrials: 1000
Integral: 0.801743	4xIntegral: 3.206973	error: 0.026829	Ntrials: 1000
