0 1.00618 0.989046 0.998688 0.167439 0.0181312 0.00187424
1 1.19687 1.01251 1.00187 0.185863 0.0179995 0.00128961
2 0.816836 1.03854 1.00028 0.149266 0.0175467 0.00143775
3 0.904081 1.0134 1.00137 0.149301 0.0180612 0.00143514
4 0.922197 1.01204 0.998958 0.157427 0.0178641 0.00181755
5 1.22549 1.02503 1.00131 0.183246 0.0174412 0.00157477
6 0.871094 1.01531 0.998626 0.152822 0.0179411 0.00173987
7 1.03283 1.00747 1.0007 0.169444 0.0181784 0.00160194
8 0.871414 1.00962 1.00017 0.153211 0.0177115 0.00162855
9 1.09826 1.02372 1.00203 0.17819 0.0178446 0.00125411
10 1.10829 1.0219 1.00072 0.177137 0.0174704 0.00132037
11 0.99133 1.02307 0.998051 0.163258 0.0176834 0.00164325
12 1.12806 1.0088 0.999035 0.179926 0.0179542 0.00157376
13 1.23848 1.00997 1.00419 0.182805 0.0177029 0.00127465
14 0.956865 1.02354 1.00071 0.161233 0.0177728 0.00161986
15 1.1134 1.02008 0.999811 0.176299 0.0179028 0.00165376
16 1.17203 1.01898 0.999139 0.182052 0.0178727 0.00153303
17 0.841274 1.02763 1.00321 0.15067 0.0178531 0.00122603
18 1.1424 1.02667 0.999918 0.175485 0.0175774 0.00166017
19 0.904891 0.977583 0.998868 0.156847 0.0184775 0.00172506
20 1.30815 1.02242 1.00039 0.192549 0.0176801 0.00139071
21 1.22431 1.02537 0.997982 0.186528 0.0176353 0.00197039
22 0.939481 0.987051 1.00127 0.150208 0.0182427 0.00151966
23 0.785037 1.00587 0.996693 0.135074 0.0182439 0.00219672
24 1.01904 0.999658 1.00028 0.168816 0.0180469 0.00150083
25 0.81388 1.01866 1.00102 0.147097 0.0178695 0.0013787
26 0.905627 1.0297 1.00107 0.152447 0.0174892 0.0014009
27 1.31867 1.02317 1.00068 0.193379 0.0175662 0.00152766
28 1.14018 0.991024 0.998763 0.180189 0.0182993 0.00183765
29 0.772155 1.02158 1.00053 0.147113 0.0176689 0.00174176
30 0.990537 1.02911 0.999563 0.164589 0.017631 0.00178158
31 0.817991 1.0156 1.0009 0.145661 0.0177423 0.00161476
32 1.08771 0.997171 1.00043 0.16924 0.01831 0.00163043
33 1.32046 1.00574 0.998554 0.194374 0.0181161 0.00199715
34 0.57528 1.00117 1.00161 0.123448 0.0181455 0.00137117
35 0.710746 1.01653 0.998866 0.132931 0.0181387 0.00173101
36 1.28532 1.04508 0.998139 0.189412 0.0173969 0.00170947
37 0.538203 1.0096 1.00212 0.113647 0.01757 0.00127556
38 0.773087 0.99664 1.00127 0.137338 0.0182163 0.00140062
